


.DATE		07 ? 93
.STYLE		MIXED
.WRITER_ID	yslee
	227 61
	228 64
	230 67
	231 70
	232 73
	233 76
	230 76
	229 73
	227 70
	226 66
	224 63
	223 60
	221 56
	219 53
	218 48
	215 44
	214 38
	212 34
	211 30
	209 25
	206 22
	204 18
	201 14
	200 11
	197 7
	196 4
	195 1
	195 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	73 46
	73 43
	73 40
	74 35
	74 31
	75 28
	75 23
	75 20
	75 17
	75 13
	75 10
	75 6
	75 3
	73 0
	73 3
	74 7
	76 10
	78 14
	78 17
	80 20
	80 23
	81 26
	83 30
	86 34
	89 37
	92 38
	95 40
	98 41
	102 42
	105 42
	108 42
	111 40
	111 39
.PEN_UP
.PEN_DOWN
	113 37
	113 34
	113 30
	113 27
	113 23
	112 20
	112 17
	112 14
	113 13
.PEN_UP
.PEN_DOWN
	114 61
	117 60
	121 58
	121 55
	123 55
.PEN_UP
.PEN_DOWN
	126 46
	126 42
	126 38
	126 34
	126 30
	126 25
	126 21
	127 17
	128 14
	130 11
	133 11
	135 15
	136 18
	138 21
	139 24
	140 28
	142 32
	143 35
	145 38
	146 41
	148 44
.PEN_UP
.PEN_DOWN
	163 36
	166 35
	169 34
	172 33
	176 33
	179 33
	182 33
	185 35
	189 37
	189 40
	190 43
	190 46
	187 47
	184 50
	181 51
	178 51
	174 50
	171 48
	169 44
	166 42
	162 39
	162 36
	161 33
	161 30
	162 27
	165 23
	167 20
	170 19
	173 17
	176 16
	179 16
	182 16
	186 17
	189 20
	189 21
.PEN_UP
.PEN_DOWN
	201 48
	202 45
	203 42
	203 39
	204 36
	204 33
	204 30
	204 26
	203 23
	202 20
	201 17
	201 14
	201 17
	202 20
	204 23
	204 26
	207 28
	209 31
	211 34
	214 37
	215 40
	219 43
	223 44
	226 44
	229 44
	232 43
	235 42
	238 40
	239 39
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	83 67
	85 64
	86 61
	86 58
	86 54
	86 50
	85 46
	84 43
	84 40
	83 37
	83 34
	82 31
	81 27
	80 23
	79 20
	79 17
	77 14
	77 11
	76 7
	76 4
	78 1
	80 0
.PEN_UP
.PEN_DOWN
	106 37
	106 34
	106 31
	105 28
	105 24
	105 20
	103 16
	102 13
	102 10
	101 7
	102 6
.PEN_UP
.PEN_DOWN
	110 57
	113 56
	116 54
	117 53
.PEN_UP
.PEN_DOWN
	117 29
	118 26
	118 23
	118 20
	118 17
	118 14
	118 10
	118 7
	116 4
	115 1
	115 5
	116 8
	117 11
	119 15
	123 18
	125 21
	126 24
	129 27
	131 30
	134 32
	137 33
	140 33
	143 32
	143 29
	143 26
	143 22
	143 18
	141 14
	141 11
	140 8
	140 5
	139 2
	141 2
.PEN_UP
.PEN_DOWN
	149 24
	149 21
	151 18
	154 15
	157 14
	160 14
	164 14
	167 14
	170 15
	173 17
	176 20
	177 23
	180 26
	180 29
	180 32
	180 35
	177 38
	174 40
	170 41
	166 41
	163 41
	160 39
	157 36
	157 33
	155 29
	153 26
	153 22
	152 19
	152 15
	152 12
	154 8
	155 5
	158 3
	161 2
	165 1
	168 1
	171 2
	174 2
	178 3
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	63 68
	66 67
	70 66
	73 66
	76 66
	80 66
	83 67
	86 67
	89 67
	92 68
	96 68
	100 69
	103 70
	108 71
	111 72
	108 72
	103 70
	99 67
	96 66
	93 62
	88 58
	86 55
	84 52
	81 48
	78 45
	78 42
	77 39
	76 36
	75 33
	79 35
	82 35
	85 35
	89 35
	92 35
	95 35
	98 35
	101 35
	104 35
	106 35
.PEN_UP
.PEN_DOWN
	81 56
	84 56
	87 55
	90 55
	92 52
	95 52
.PEN_UP
.PEN_DOWN
	123 69
	123 64
	122 59
	122 56
	122 52
	122 48
	121 44
	121 40
	121 37
	121 34
	122 34
.PEN_UP
.PEN_DOWN
	122 84
	125 84
	128 84
	129 83
.PEN_UP
.PEN_DOWN
	140 65
	139 62
	139 57
	139 54
	138 50
	137 47
	137 44
	136 40
	136 35
	134 29
	133 26
	132 23
	132 20
	131 16
	131 13
	131 9
	130 5
	130 1
	132 0
.PEN_UP
.PEN_DOWN
	143 73
	146 74
	149 73
	153 72
	157 69
	160 66
	162 63
	163 58
	164 55
	163 52
	163 49
	160 44
	157 41
	154 39
	150 38
	146 37
	143 38
	140 39
	138 41
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	90 73
	89 76
	86 77
	83 78
	80 78
	77 77
	74 75
	72 72
	70 69
	68 66
	68 62
	67 58
	67 54
	67 51
	67 47
	67 43
	67 38
	67 35
	67 31
	67 28
	67 25
	67 21
	67 18
	66 15
	66 12
	65 8
	65 5
	64 2
	66 1
.PEN_UP
.PEN_DOWN
	49 48
	52 47
	55 47
	60 47
	64 47
	67 47
	73 46
	78 46
	81 45
	83 45
.PEN_UP
.PEN_DOWN
	99 39
	99 36
	98 33
	98 30
	98 27
	96 23
	96 20
	96 16
	95 13
	95 12
.PEN_UP
.PEN_DOWN
	99 59
	102 58
	106 58
	108 57
.PEN_UP
.PEN_DOWN
	139 36
	136 37
	133 39
	130 40
	125 39
	122 39
	119 39
	116 37
	113 34
	112 31
	115 27
	119 26
	122 24
	126 24
	130 24
	133 22
	137 20
	140 19
	140 16
	140 13
	138 10
	135 8
	132 6
	129 5
	125 5
	121 5
	117 7
	115 10
	113 14
	113 17
.PEN_UP
.PEN_DOWN
	162 80
	162 77
	161 74
	160 70
	160 64
	158 60
	157 57
	156 53
	156 48
	155 45
	154 41
	153 36
	153 31
	152 27
	151 24
	151 21
	151 18
	150 15
	149 12
	149 9
	148 6
	148 9
	148 12
	149 15
	151 18
	153 18
.PEN_UP
.PEN_DOWN
	152 32
	154 35
	157 37
	160 39
	163 41
	166 43
	169 43
	172 44
	175 44
	178 43
	179 40
	180 37
	180 34
	180 30
	180 27
	180 24
	179 21
	179 18
	178 15
	178 12
	177 9
	176 5
	176 2
	175 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	83 121
	83 117
	82 114
	82 110
	82 107
	80 102
	79 99
	79 95
	78 92
	76 89
	75 86
	75 81
	75 78
	73 73
	72 68
	70 63
	70 58
	68 54
	68 51
	67 48
	67 44
	64 42
	64 45
	64 48
	66 51
	67 55
	69 59
	71 63
	74 67
	76 71
	79 73
	83 74
	87 74
	90 73
	93 71
	94 68
	95 65
	95 62
	95 58
	95 55
	94 52
	92 48
	91 45
	91 42
	89 39
	91 38
.PEN_UP
.PEN_DOWN
	125 79
	122 79
	119 79
	116 78
	113 75
	111 72
	109 69
	106 66
	106 63
	104 60
	103 57
	103 54
	103 51
	105 48
	107 45
	110 43
	113 41
	116 42
	119 42
	122 44
	125 46
	127 49
	130 52
	131 55
	132 58
	133 61
	134 64
	134 67
	131 71
	130 74
	127 77
	124 79
	121 82
	118 82
	117 81
.PEN_UP
.PEN_DOWN
	155 83
	152 83
	149 83
	146 83
	143 82
	142 79
	140 76
	140 73
	140 70
	140 67
	143 66
	146 64
	149 62
	152 61
	155 60
	158 59
	159 56
	160 53
	159 50
	158 47
	157 44
	154 43
	151 42
	147 42
	143 44
	141 47
	138 50
	135 52
	135 55
	137 55
.PEN_UP
.PEN_DOWN
	169 72
	168 69
	167 66
	166 63
	165 58
	165 55
	164 52
	163 49
	162 45
	162 42
	161 39
	161 36
	160 33
	159 30
	158 27
	157 23
	156 20
	156 17
	156 13
	155 10
	154 7
	151 4
	150 1
	150 0
.PEN_UP
.PEN_DOWN
	170 73
	173 73
	178 73
	181 74
	184 74
	187 74
	190 74
	193 73
	196 71
	197 67
	197 64
	197 61
	197 58
	195 55
	194 52
	191 49
	189 46
	186 44
	182 43
	179 41
	176 41
	173 41
	169 43
	167 46
	165 49
	167 49
.PEN_UP
.PEN_DOWN
	209 74
	208 71
	207 66
	206 62
	205 58
	204 54
	203 51
	203 47
	202 44
	204 44
.PEN_UP
.PEN_DOWN
	213 96
	216 93
.PEN_UP
.PEN_DOWN
	223 78
	227 78
	230 78
	233 78
	236 77
	239 77
	242 77
	246 76
	249 76
	252 77
	255 78
.PEN_UP
.PEN_DOWN
	247 108
	246 105
	245 102
	243 98
	241 95
	239 92
	237 87
	236 82
	234 78
	234 75
	232 69
	231 66
	230 62
	229 59
	229 56
	227 53
	227 49
	227 46
	230 44
	233 44
	236 45
	239 46
	242 47
	244 47
.PEN_UP
.PEN_DOWN
	279 70
	277 73
	276 76
	273 77
	269 78
	266 78
	262 78
	259 76
	256 73
	253 69
	251 66
	250 62
	250 57
	250 54
	250 51
	252 48
	254 45
	257 45
	260 45
	263 46
	267 50
	270 51
	272 55
	276 57
	277 61
	280 65
	281 69
	281 72
	282 75
	280 71
	278 67
	278 64
	277 61
	276 58
	276 55
	276 51
	276 47
	276 44
	277 42
	280 42
	284 44
.PEN_UP
.PEN_DOWN
	308 107
	307 104
	306 101
	304 97
	303 94
	301 90
	300 86
	299 80
	298 77
	297 74
	296 71
	293 65
	292 60
	291 57
	290 53
	290 48
	289 44
	288 41
	288 40
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
